id,group_id,name,name_kana,zissen_man_player_id,hokei_man_player_id,zissen_woman_player_id,hokei_woman_player_id,hokei_sonen_player_id
155,2,伊澤　空良,いざわ　そら,,,,,
156,2,八木　陽翔,やぎ　はると,,,,,
157,2,白鳥　麗奈,しらとり　れな,,,,,
158,22,鈴木　史孝,すずき　ふみたか,21,,,,
159,22,森田　太郎,もりた　たろう,22,,,,
160,22,杉村　和之,すぎむら　かずゆき,,,,,8
161,22,内村　悦子,うちむら　えつこ,,,,17,
162,22,村松　俊之介,むらまつ　しゅんのすけ,,16,,,
163,22,渡邊　裕介,わたなべ　ゆうすけ,,,,,
164,22,近藤　祐生,こんどう　ゆうせい,,,,,
165,22,佐藤　誠,さとう　まこと,,,,,9
166,22,勝山　敬介,かつやま　けいすけ,,17,,,
167,22,加茂　元大朗,かも　げんたろう,,,,,
168,22,鈴木　綾乃,すずき　あやの,,,,,
169,1,湊　宏司,みなと　こうじ,23,,,,
170,1,二村 孝平,にむら　こうへい,,,,,
171,1,上田　歩生,うえだ　あゆき,,18,,,
172,1,新熊　璃久,しんくま　りく,,,,,
173,1,金子　永,かねこ　はるか,,,,,
174,1,野波　柾希,のなみ　まさき,24,,,,
175,1,廣井　裕太,ひろい　ゆうた,,,,,
176,1,青木　寛幸,あおき　ひろゆき,,,,,
177,1,梅野　航世,うめの　こうせい,,,,,
178,1,千明　良輔,ちぎら　りょうすけ,,,,,
179,1,長濱　顯東,ながはま　けんと,,,,,
180,1,水谷　友紀,みずたに　ゆうき,,,,,
181,1,石田 優香,いしだ　ゆうか,,,18,,
182,1,大橋　咲子,おおはし　さきこ,,,,,
183,1,福安　幸緒,ふくやす　ゆきお,,,,,
184,1,片野　多惠,かたの　たえ,,,,,
185,1,三浦　知咲歩,みうら　ちさほ,,,19,,
186,1,五十嵐　雛詩,いからし　ひなた,,,,,
187,1,鳴海　綾乃,なるみ　あやの,,,,,
188,1,中元　くれあ,なかもと　くれあ,,,,,
189,1,中田　春陽,なかだ　はるひ,,,,,
190,1,古田　若葉,ふるた　わかば,,,,,
191,20,木間　一紀,このま　かずのり,,19,,,
192,20,木間　和也,このま　かずや,,,,,
193,20,高柳　圭汰,たかやなぎ　けいた,,,,,
194,20,岩橋　希海,いわはし　のぞみ,,,,,
195,20,岩橋　翔馬,いわはし　しょうま,25,,,,
196,20,杉山　優二郎,すぎやま　ゆうじろう,,20,,,
197,20,渡辺　万理子,わたなべ　まりこ,,,,,10
198,20,高橋　華野,たかはし　かの,,,20,18,
199,20,室井　花奈,むろい　はな,,,21,19,
200,20,荒井　和美,あらい　かずみ,,,,,11
201,16,金子　智一,かねこ　ともかず,26,,,,
202,16,塚本　元気,つかもと　げんき,27,,,,
203,16,藤田　重位,ふじた　しげかた,28,,,,
204,16,金子　勇太,かねこ　ゆうた,,21,,,
205,16,高崎　健一,たかさき　けんいち,,22,,,12
206,16,小川　彪斗,おがわ　たけと,,,,,
207,16,畠山　夏実,はたけやま　なつみ,,,22,20,
208,16,成田　暉,なりた　ひかる,,,,,
209,16,堀米　遼太,ほりごめ　りょうた,,,,,
