id,schedule_id,order_id,game_id
1,1,1,1
2,1,2,2
3,1,3,3
4,2,1,7
5,2,2,8
6,2,3,9
7,2,4,10
8,2,5,11
9,2,6,12
10,2,7,28
11,2,8,29
12,2,9,30
13,2,10,31
14,2,11,42
15,2,12,43
16,2,13,49
17,3,1,1
18,3,2,2
19,3,3,3
20,3,4,4
21,3,5,9
22,3,6,18
23,3,7,21
24,3,8,26
25,4,1,4
26,4,2,14
27,4,3,15
28,4,4,16
29,4,5,17
30,4,6,26
31,4,7,27
32,4,8,32
33,5,1,5
34,5,2,9
35,6,1,52
36,6,2,53
37,7,1,1
38,7,2,3
39,8,1,1
40,8,2,2
41,8,3,3
42,8,4,7
43,8,5,8
44,8,6,11
45,9,1,1
46,9,2,7
47,9,3,10
48,9,4,15
49,9,5,19
50,10,1,2
51,10,2,3
52,10,3,16
53,10,4,17
54,10,5,18
55,10,6,19
56,10,7,20
57,10,8,21
58,10,9,22
59,10,10,23
60,10,11,44
61,10,12,45
62,10,13,46
63,10,14,47
64,10,15,58
65,10,16,59
66,10,17,65
67,11,1,1
68,11,2,2
69,11,3,10
70,11,4,11
71,11,5,18
72,11,6,22
73,12,1,1
74,12,2,2
75,13,1,14
76,14,1,22
77,15,1,37
78,16,1,33
79,17,1,55
80,18,1,6
81,19,1,11
82,20,1,25
83,21,1,71
