id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,1,1,,,,,
2,2,1,,,,,
3,3,1,,,,,
4,4,2,,,,,
5,5,2,,,,,
6,6,2,,,,,
7,7,2,,,,,
8,8,3,,,,,
9,9,3,,,,,
10,10,3,,,,,
11,11,3,,,,,
12,12,4,,,,,
13,13,4,,,,,
14,14,4,,,,,
15,,5,,,,,
16,,5,,,,,
17,,5,,,,,
18,,5,,,,,
