"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
4,3,1,7.3,6.7,6.5,-1,0
5,5,1,7.9,5.9,6.6,,0
6,1,1,8.5,8,8.5,,0
7,5,2,6.6,6.7,6.8,,0
8,4,2,7.5,7.3,7.4,,0
9,2,2,8,7.9,7.7,,0
10,1,2,8.2,7.6,8.2,,0
1,4,1,7.8,6.5,6.8,,0
2,2,1,8.1,7.4,7.8,,0
3,6,1,,,,,1
