"id","left_group_id","right_group_id","next_left_id","next_right_id","left_group_flag","left_retire","right_retire"
1,3,2,,3,0,0,0
2,4,6,,4,0,0,0
3,1,2,6,,1,0,
4,5,6,,6,0,0,
5,2,5,,,0,0,0
6,1,6,,,1,0,0
