"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
1,6,1,6,7.1,6.1,,0
2,2,1,7.6,7.5,7,,0
3,4,1,7,7.3,6.9,,0
4,5,1,5.5,6.1,5.3,,0
5,8,1,5.8,6.5,6.2,,0
6,7,1,7.3,7.8,6.8,,0
7,1,1,8.2,8.5,8,,0
8,3,1,7.8,8.4,7.1,,0
9,7,2,7.3,6.8,6.9,,0
10,2,2,7.6,6.9,6.7,,0
11,3,2,8.1,7.7,6.8,,0
12,1,2,8.7,8.3,8.4,,0
