"id","event_id","time_schedule","before_final","final","players_checked","next_unused_num"
11,0,"''",0,0,0,0
1,16,"'9:15-9:50'",0,0,1,0
2,12,"'9:50-10:40'",0,0,1,0
3,4,"'10:40-11:40'",0,0,1,0
4,13,"'11:40-12:40'",0,0,1,1
5,3,"'13:45-14:30'",0,0,1,0
6,17,"'14:55-15:10'",0,0,1,0
7,14,"'15:25-15:30'",1,0,1,0
8,2,"'15:30-15:35'",1,0,1,0
10,1,"'15:40-15:45'",1,0,1,2
9,13,"'15:35-15:40'",1,0,1,0
