"id","group_id","name"
1,1,"創玄会A"
7,1,"創玄会B"
6,2,"三田道場"
2,3,"個人選抜A"
8,3,"個人選抜B"
3,4,"東京大学A"
5,4,"東京大学B"
4,5,"山梨大学"
