id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,6,1,,,,,
2,8,1,,,,,
3,2,1,,,,,
4,7,1,,,,,
5,3,1,,,,,
6,1,1,,,,,
7,10,1,,,,,
8,4,1,,,,,
9,5,1,,,,,
10,9,1,,,,,
11,,2,,,,,
12,,2,,,,,
13,,2,,,,,
14,,2,,,,,
