id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,2,'9:45-10:35',0,0,0,0
2,4,'10:35-11:15',0,0,0,0
3,1,'11:15-12:00',0,0,0,0
4,3,'12:00-12:35',0,0,0,0
5,10,'12:35-13:00',0,0,0,1
6,7,'14:00-14:20',0,0,0,0
7,7,'14:20-14:40',0,0,0,0
8,2,'14:40-14:50',1,1,0,0
9,8,'14:50-15:14',0,1,0,0
10,26,'15:14-15:50',0,1,0,1
11,1,'15:50-16:00',1,1,0,0
12,7,'16:00-16:20',1,0,0,0
13,7,'16:20-16:40',0,1,0,0
14,0,'',0,0,0,0
