id,schedule_id,order_id,game_id
1,1,1,10
2,1,2,11
3,1,3,12
4,1,4,13
5,1,5,27
6,1,6,28
7,1,7,29
8,1,8,30
9,1,9,39
10,1,10,40
11,1,11,45
12,2,1,8
13,2,2,9
14,2,3,10
15,2,4,23
16,2,5,24
17,2,6,25
18,2,7,26
19,2,8,33
20,2,9,34
21,2,10,38
22,3,1,9
23,3,2,10
24,3,3,11
25,3,4,12
26,3,5,25
27,3,6,26
28,3,7,27
29,3,8,28
30,3,9,37
31,3,10,38
32,3,11,43
33,4,1,4
34,4,2,14
35,4,3,15
36,4,4,16
37,4,5,17
38,4,6,26
39,4,7,27
40,4,8,32
41,5,1,34
42,5,2,35
