id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,2,1,,,,,
2,11,1,,,,,
3,7,1,,,,,
4,5,1,,,,,
5,16,1,,,,,
6,13,1,,,,,
7,15,1,,,,,
8,9,1,,,,,
9,4,2,,,,,
10,17,2,,,,,
11,1,2,,,,,
12,12,2,,,,,
13,14,2,,,,,
14,3,2,,,,,
15,6,2,,,,,
16,10,2,,,,,
17,8,2,,,,,
18,,3,,,,,
19,,3,,,,,
20,,3,,,,,
21,,3,,,,,
22,,3,,,,,
23,,3,,,,,
