id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,4,1,,,,,
2,1,1,,,,,
3,2,1,,,,,
4,5,1,,,,,
5,3,1,,,,,
6,,2,,,,,
7,,2,,,,,
8,,2,,,,,
9,,2,,,,,
