id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,26,'9:45-10:25',0,0,0,0
2,26,'10:25-11:10',0,0,0,0
3,6,'11:10-11:50',0,0,0,0
4,4,'11:50-12:00',0,0,0,0
5,7,'12:00-12:40',0,0,0,1
6,7,'14:00-14:20',0,0,0,0
7,7,'14:20-14:40',0,0,0,0
8,0,'',0,0,0,0
