id,schedule_id,order_id,game_id
1,1,1,3
2,1,2,4
3,1,3,9
4,1,4,10
5,1,5,11
6,1,6,12
7,1,7,15
8,1,8,16
9,2,1,18
10,3,1,4
11,3,2,5
12,3,3,6
13,3,4,11
14,3,5,12
15,3,6,13
16,3,7,14
17,3,8,17
18,3,9,18
19,4,1,20
20,5,1,1
21,5,2,2
22,5,3,3
23,6,1,8
24,7,1,9
