id,schedule_id,order_id,game_id
1,1,1,4
2,1,2,5
3,1,3,6
4,1,4,11
5,1,5,12
6,1,6,13
7,1,7,14
8,1,8,17
9,1,9,18
10,2,1,20
11,3,1,7
12,3,2,8
13,3,3,9
14,3,4,10
15,3,5,11
16,3,6,12
17,3,7,17
18,3,8,18
19,3,9,19
20,3,10,20
21,3,11,23
22,3,12,24
23,4,1,26
24,5,1,2
25,5,2,5
26,5,3,6
27,6,1,4
