id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,4,'10:50-11:20',0,0,0,0
2,4,'11:23-11:27',0,0,0,0
3,3,'11:32-12:04',0,0,0,0
4,3,'12:07-12:11',0,0,0,2
5,6,'13:15-14:00',0,0,0,0
6,7,'14:05-14:20',0,0,0,1
7,7,'14:50-15:10',1,0,0,3
8,0,'',0,0,0,0
