id,group_id,round,main_score,sub1_score,sub2_score,sub3_score,sub4_score,sub5_score,elapsed_time,penalty,retire
1,1,1,,,,,,,,,
2,4,1,,,,,,,,,
3,5,1,,,,,,,,,
4,2,1,,,,,,,,,
5,3,1,,,,,,,,,
6,6,1,,,,,,,,,
7,,2,,,,,,,,,
8,,2,,,,,,,,,
9,,2,,,,,,,,,
10,,2,,,,,,,,,
