id,group_id,name
1,13,東京城西
2,18,山梨県
3,11,千葉県
4,10,埼玉県
5,14,東京城南
6,23,愛知県
7,22,静岡西部
8,1,北海道
9,20,新潟県
10,16,東京多摩
