id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,4,1,,,,,
2,11,1,,,,,
3,5,1,,,,,
4,15,1,,,,,
5,2,1,,,,,
6,7,1,,,,,
7,10,1,,,,,
8,1,1,,,,,
9,6,1,,,,,
10,9,1,,,,,
11,14,1,,,,,
12,3,1,,,,,
13,13,1,,,,,
14,8,1,,,,,
15,12,1,,,,,
16,,2,,,,,
17,,2,,,,,
18,,2,,,,,
19,,2,,,,,
