id,group_id,name
1,4,'宮城県Aチーム'
2,4,'宮城県Bチーム'
3,5,'山形県Aチーム'
4,5,'山形県Bチーム'
5,7,'栃木県チーム'
6,10,'埼玉県Aチーム'
7,10,'埼玉県Bチーム'
8,11,'千葉県Aチーム'
9,11,'千葉県Bチーム'
10,16,'東京多摩Aチーム'
11,16,'東京多摩Bチーム'
12,18,'山梨県Aチーム'
13,18,'山梨県Bチーム'
14,20,'新潟県Aチーム'
15,20,'新潟県Bチーム'
