id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,2,11,,12,,,
2,6,18,13,,,,
3,25,4,14,,,,
4,17,5,,14,,,
5,23,21,15,,,,
6,9,7,16,,,,
7,26,1,,17,,,
8,15,13,17,,,,
9,14,3,,18,,,
10,10,27,18,,,,
11,24,22,,19,,,
12,12,,20,,,,
13,,16,,20,,,
14,,,21,,,,
15,,8,,21,,,
16,,19,,22,,,
17,,,22,,,,
18,,,,23,,,
19,20,,23,,,,
20,,,24,,,,
21,,,,24,,,
22,,,,25,,,
23,,,25,,,,
24,,,27,,,,
25,,,,27,,,
26,,,,,,,
27,,,,,,,
