id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,36,'9:20-9:55',0,0,0,0
2,27,'9:58-10:36',0,0,0,0
3,4,'10:39-11:02',0,0,0,0
4,29,'11:05-11:46',0,0,0,0
5,3,'11:49-12:07',0,0,0,1
6,7,'14:00-14:45',0,0,0,5
7,28,'16:08-16:12',1,0,0,0
8,32,'16:12-16:16',1,0,0,0
9,36,'16:16-16:20',1,0,0,0
10,31,'16:23-16:25',1,0,0,0
11,35,'16:25-16:27',1,0,0,0
12,3,'16:27-16:30',1,0,0,0
13,0,'',0,0,0,0
