id,group_id,round,main_score,sub1_score,sub2_score,sub3_score,sub4_score,sub5_score,elapsed_time,penalty,retire
1,9,1,,,,,,,,,
2,17,1,,,,,,,,,
3,2,1,,,,,,,,,
4,16,1,,,,,,,,,
5,5,1,,,,,,,,,
6,4,1,,,,,,,,,
7,15,1,,,,,,,,,
8,7,1,,,,,,,,,
9,1,1,,,,,,,,,
10,11,1,,,,,,,,,
11,8,1,,,,,,,,,
12,6,1,,,,,,,,,
13,10,1,,,,,,,,,
14,3,1,,,,,,,,,
15,13,1,,,,,,,,,
16,14,1,,,,,,,,,
17,12,1,,,,,,,,,
18,,2,,,,,,,,,
19,,2,,,,,,,,,
20,,2,,,,,,,,,
21,,2,,,,,,,,,
