id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
17,10,4,20,,0,,
18,13,3,,20,0,,
20,4,3,,,0,0,0
19,10,13,,,0,0,0
1,12,7,,5,0,0,0
2,4,14,8,,1,0,0
5,1,7,13,,-1,1,
3,15,20,9,,1,0,0
6,19,10,,13,0,0,0
4,8,17,,12,1,0,0
9,15,5,,15,2,,1
7,11,6,14,,0,0,0
10,3,16,15,,1,0,0
11,9,13,,16,0,0,0
12,2,8,16,,-1,1,
8,4,18,,14,1,,0
15,3,15,,18,1,,
13,7,10,17,,0,,
14,6,4,,17,0,,
16,8,13,18,,0,,
