id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
7,4,'15:24-15:28',0,1,1,0
9,3,'15:32-15:36',0,1,1,2
8,15,'15:28-15:32',0,1,1,0
10,0,'',0,0,0,0
1,16,'9:15-9:50',0,0,1,0
2,12,'9:50-10:40',0,0,1,0
3,4,'10:40-11:30',0,0,1,0
4,13,'11:30-12:30',0,0,1,1
5,15,'13:15-13:55',0,0,1,1
6,16,'15:20-15:24',0,1,1,0
