id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
10,0,'',0,0,0,0
1,16,'9:15-9:50',0,0,1,0
2,12,'9:50-10:40',0,0,1,0
3,4,'10:40-11:30',0,0,1,0
4,13,'11:30-12:30',0,0,1,1
5,15,'13:15-13:55',0,0,1,1
9,3,'15:32-15:36',1,0,1,2
6,16,'15:20-15:24',1,0,1,0
7,4,'15:24-15:28',1,0,1,0
8,15,'15:28-15:32',1,0,1,0
