id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
6,17,'14:40-15:20',0,0,1,0
7,12,'15:20-15:24',1,0,1,0
8,14,'15:24-15:28',1,0,1,0
9,2,'15:28-15:32',1,0,1,0
10,13,'15:32-15:36',1,0,1,0
11,1,'15:36-15:40',1,0,1,0
12,17,'15:40-15:55',1,0,1,0
13,0,'',0,0,0,0
1,14,'9:15-10:00',0,0,1,0
2,12,'10:00-11:00',0,0,1,0
3,2,'11:00-11:40',0,0,1,0
4,3,'11:40-12:30',0,0,1,1
5,1,'13:15-14:40',0,0,1,0
