"id","left_group_id","right_group_id","next_left_id","next_right_id","left_group_flag","left_retire","right_retire"
7,4,1,10,,1,0,0
9,1,8,,,0,0,0
2,5,6,,6,0,0,0
10,4,3,,,1,0,0
1,7,10,,3,0,0,0
5,2,3,,8,0,0,0
4,9,1,,7,0,0,0
6,8,6,8,,1,0,0
3,4,10,7,,1,0,0
8,8,3,,10,0,0,0
