"id","group_id","name"
1,1,"北海道大学"
2,2,"北里大学十和田"
3,5,"福島県立医科大学"
4,10,"千葉大学"
5,12,"東京大学"
6,13,"東京医科歯科大学"
7,14,"早稲田大学"
8,15,"法政大学"
9,17,"慶應義塾大学"
10,20,"北里大学"
