"id","group_id","round","main_score","sub1_score","sub2_score","penalty","retire"
1,6,1,6.4,6.6,6.3,,0
2,8,1,,,,,1
3,2,1,6,4.6,6,,0
4,7,1,7.1,7.2,6.7,,0
5,3,1,6.8,5.6,5.8,,0
6,1,1,7,6.8,6.3,,0
7,10,1,7.2,6.7,6.4,,0
8,4,1,7.7,7.5,6.3,,0
9,5,1,7.2,7,6.4,,0
10,9,1,8.1,7.6,8,,0
11,5,2,7.3,7.3,7.3,0,0
12,7,2,7.1,7.2,6.9,0,0
13,4,2,7.4,7.5,7.7,0,0
14,9,2,8.1,8.3,8.2,0,0
