id,schedule_id,order_id,game_id
1,1,1,5
2,1,2,6
3,1,3,7
4,1,4,8
5,1,5,11
6,1,6,12
7,1,7,14
8,2,1,26
9,2,2,27
10,2,3,28
11,2,4,29
12,2,5,30
13,2,6,31
14,2,7,32
15,2,8,33
16,2,9,46
17,2,10,47
18,2,11,48
19,2,12,49
20,2,13,56
21,2,14,57
22,2,15,61
23,3,1,10
24,3,2,11
25,3,3,12
26,3,4,13
27,3,5,14
28,3,6,15
29,3,7,16
30,3,8,17
31,3,9,22
32,3,10,23
33,3,11,24
34,3,12,25
35,3,13,28
36,3,14,29
37,3,15,31
38,4,1,8
39,4,2,9
40,4,3,10
41,4,4,11
42,4,5,12
43,4,6,13
44,4,7,14
45,4,8,19
46,4,9,20
47,4,10,21
48,4,11,22
49,4,12,25
50,4,13,26
51,4,14,28
52,5,1,6
53,5,2,7
54,5,3,8
55,5,4,9
56,5,5,10
57,5,6,11
58,5,7,16
59,5,8,17
60,5,9,18
61,5,10,19
62,5,11,22
63,5,12,23
64,5,13,25
65,6,1,4
66,7,1,15
67,8,1,32
68,9,1,15
69,10,1,26
