id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
10,0,'',0,0,0,0
1,2,'9:30-10:15',0,0,1,0
2,12,'10:15-10:50',0,0,1,0
3,20,'10:50-11:25',0,0,1,0
4,24,'11:25-11:45',0,0,1,0
5,1,'11:45-12:20',0,0,1,1
6,21,'13:30-13:50',0,0,1,0
7,22,'13:50-13:55',0,0,1,0
8,25,'13:55-14:05',0,0,1,0
9,23,'14:05-14:30',0,0,1,0
