id,group_id,name
1,3,"東京科学大学B"
2,1,"北海道大学新人A"
3,5,"福島医大新人団法"
4,3,"東京科学大学A"
5,8,"東北大学・東北福祉大学"
6,1,"北海道大学新人B"
