"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
3,6,10,,7,1,0,0
6,4,2,,9,-1,1,0
7,8,6,9,,1,0,
9,8,2,,11,0,,
1,5,7,,4,1,0,0
2,11,3,5,,0,0,0
4,9,5,8,,1,0,
5,3,1,,8,0,,0
8,9,1,11,,1,,
11,9,2,,,1,0,0
10,1,8,,,0,0,0
