"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
4,8,5,,9,0,0,0
1,11,3,,7,3,0,0
5,12,2,9,,3,0,0
2,14,6,8,,0,0,0
6,10,4,,10,0,0,0
3,7,1,,8,0,0,0
9,12,5,,12,2,,
7,9,11,11,,2,0,
10,13,4,12,,0,0,
8,6,1,,11,0,,
12,4,12,,14,0,,
11,9,1,14,,2,,
13,1,4,,,1,0,0
14,9,12,,,2,0,0
