"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,11,4,,7,0,0,0
2,2,14,8,,-1,1,0
3,6,3,,8,4,0,1
4,8,5,,9,1,0,0
5,12,10,9,,3,0,0
7,7,4,11,,3,0,
6,9,1,,10,2,0,0
8,14,6,,11,3,,
9,12,5,,12,2,,
11,7,14,14,,3,,
10,13,9,12,,3,0,
12,13,12,,14,1,,
14,7,12,,,3,0,0
13,14,13,,,0,0,0
