"id","group_id","round","main_score","sub1_score","sub2_score","sub3_score","sub4_score","sub5_score","elapsed_time","penalty","retire"
1,1,1,16.9,7.8,6.9,7.2,6.2,7.2,29.9,,0
2,2,1,15.7,7.5,7.9,7.6,7,7.5,28.16,,0
