"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,12,7,,6,0,0,0
4,5,8,8,,1,0,0
6,2,7,10,,1,0,
5,6,1,,9,3,0,0
8,8,13,,11,2,,0
9,10,6,11,,0,0,
2,3,11,7,,0,0,0
3,9,4,,7,0,0,0
7,11,4,,10,0,,
10,7,4,13,,0,0,0
11,6,8,,13,3,0,0
12,7,8,,,0,0,0
13,4,6,,,1,0,0
