"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,5,1,,3,2,0,1
3,2,5,6,,1,0,
2,4,6,,4,1,0,0
4,3,4,,6,1,0,
5,5,4,,,0,0,0
6,2,3,,,1,0,0
