id,group_id,name,hokei_name
1,3,'東京科学大学B','体1'
2,1,'北海道大学新人A','体1'
3,5,'福島医大新人団法','体1'
4,3,'東京科学大学A','体1'
5,8,'東北大学・東北福祉大学','体1'
6,1,'北海道大学新人B','体1'
