id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,4,8:20-9:00',0,0,0,0
2,2,9:20-10:00',0,0,0,0
3,3,10:20-10:40',0,0,0,0
4,1,10:50-11:20',0,0,0,0
5,26,12:30-12:55',0,1,0,0
6,12,13:10-13:13',0,0,0,0
7,4,13:13-13:16',0,0,0,0
8,2,13:16-13:19',0,0,0,0
9,3,13:20-13:23',0,0,0,0
10,1,13:23-13:26',0,0,0,0
11,17,13:30-15:00',0,0,0,0
12,0,'',0,0,0,0
