id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_reire
1,12,15,9,,,,
2,17,14,,10,,,
3,9,7,11,,,,
4,3,19,12,,,,
5,21,2,,13,,,
6,10,6,14,,,,
7,13,11,,15,,,
8,20,23,16,,,,
9,,5,,16,,,
10,22,,17,,,,
11,,16,,17,,,
12,,1,,18,,,
13,4,,18,,,,
14,,8,,19,,,
15,18,,19,,,,
16,,,20,,,,
17,,,,20,,,
18,,,,21,,,
19,,,21,,,,
20,,,23,,,,
21,,,,23,,,
22,,,,,,,
23,,,,,,,
