id,group_id,round,main_score,sub1_score,sub2_score,sub3_score,sub4_score,sub5_score,elapsed_time,penalty,retire
1,6,1,,,,,,,,,
2,8,1,,,,,,,,,
3,7,1,,,,,,,,,
4,5,1,,,,,,,,,
5,1,1,,,,,,,,,
6,3,1,,,,,,,,,
7,2,1,,,,,,,,,
8,,2,,,,,,,,,
9,,2,,,,,,,,,
10,,2,,,,,,,,,
11,,2,,,,,,,,,
