id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,17,25,,11,,,
2,26,9,12,,,,
3,2,20,13,,,,
4,4,23,,13,,,
5,14,22,14,,,,
6,15,10,15,,,,
7,24,5,,16,,,
8,19,8,,17,,,
9,21,16,17,,,,
10,6,12,,18,,,
11,1,,19,,,,
12,,11,,19,,,
13,,,20,,,,
14,,7,,20,,,
15,,3,,21,,,
16,18,,21,,,,
17,,,,22,,,
18,13,,22,,,,
19,,,23,,,,
20,,,,23,,,
21,,,,24,,,
22,,,24,,,,
23,,,26,,,,
24,,,,26,,,
25,,,,,,,
26,,,,,,,
