id,group_id,round,main_score,sub1_score,sub2_score,penalty,retire
1,6,1,,,,,
2,2,1,,,,,
3,4,1,,,,,
4,5,1,,,,,
5,8,1,,,,,
6,7,1,,,,,
7,1,1,,,,,
8,3,1,,,,,
9,,2,,,,,
10,,2,,,,,
11,,2,,,,,
12,,2,,,,,
