id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,10,14,,7,,,
2,8,6,8,,,,
3,3,11,,8,,,
4,7,9,,9,,,
5,13,12,9,,,,
6,1,2,,10,,,
7,4,,11,,,,
8,,,,11,,,
9,,,,12,,,
10,5,,12,,,,
11,,,14,,,,
12,,,,14,,,
13,,,,,,,
14,,,,,,,
