id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,8,15,,12,,,
2,12,11,13,,,,
3,26,6,14,,,,
4,3,5,,14,,,
5,18,14,15,,,,
6,7,19,16,,,,
7,25,16,,17,,,
8,4,9,17,,,,
9,23,2,,18,,,
10,13,10,18,,,,
11,24,27,,19,,,
12,1,,20,,,,
13,,21,,20,,,
14,,,21,,,,
15,,22,,21,,,
16,,20,,22,,,
17,,,22,,,,
18,,,,23,,,
19,17,,23,,,,
20,,,24,,,,
21,,,,24,,,
22,,,,25,,,
23,,,25,,,,
24,,,27,,,,
25,,,,27,,,
26,,,,,,,
27,,,,,,,
