"id","left_player_id","right_player_id","next_left_id","next_right_id","left_player_flag","left_retire","right_retire"
1,9,8,4,,0,0,0
2,1,5,5,,0,0,0
3,4,2,7,,3,0,0
4,8,7,,7,2,,0
5,5,3,,8,1,,0
6,10,6,8,,2,0,0
7,4,8,10,,3,,
8,10,3,,10,2,,
10,4,10,,,2,0,0
9,8,3,,,1,0,0
