"id","event_id","time_schedule","before_final","final","players_checked","next_unused_num"
6,0,"''",0,0,0,0
1,32,"'9:20-10:01'",0,0,1,0
2,30,"'10:04-10:51'",0,0,1,0
3,2,"'10:54-11:26'",0,0,1,0
4,31,"'11:29-11:58'",0,0,1,0
5,33,"'12:01-12:33'",0,0,1,0
