id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,rigth_retire
1,12,7,,5,,,
2,4,14,8,,,,
3,15,20,9,,,,
4,8,17,,12,,,
5,1,,13,,,,
6,19,10,,13,,,
7,11,6,14,,,,
8,,18,,14,,,
9,,5,,15,,,
10,3,16,15,,,,
11,9,13,,16,,,
12,2,,16,,,,
13,,,17,,,,
14,,,,17,,,
15,,,,18,,,
16,,,18,,,,
17,,,20,,,,
18,,,,20,,,
19,,,,,,,
20,,,,,,,
