id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,rigth_retire
1,14,22,,10,,,
2,10,16,11,,,,
3,11,18,,11,,,
4,3,12,,12,,,
5,9,13,13,,,,
6,4,15,14,,,,
7,2,23,,15,,,
8,8,20,16,,,,
9,5,25,,17,,,
10,6,,18,,,,
11,,,,18,,,
12,1,,19,,,,
13,,24,,19,,,
14,,7,,20,,,
15,19,,20,,,,
16,,21,,21,,,
17,17,,21,,,,
18,,,22,,,,
19,,,,22,,,
20,,,,23,,,
21,,,23,,,,
22,,,25,,,,
23,,,,25,,,
24,,,,,,,
25,,,,,,,
