id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,rigth_retire
1,4,15,,10,,,
2,20,3,11,,,,
3,14,6,,11,,,
4,9,23,,12,,,
5,18,7,13,,,,
6,22,11,14,,,,
7,12,8,,15,,,
8,24,10,16,,,,
9,5,19,,17,,,
10,25,,18,,,,
11,,,,18,,,
12,16,,19,,,,
13,,1,,19,,,
14,,13,,20,,,
15,21,,20,,,,
16,,17,,21,,,
17,2,,21,,,,
18,,,22,,,,
19,,,,22,,,
20,,,,23,,,
21,,,23,,,,
22,,,25,,,,
23,,,,25,,,
24,,,,,,,
25,,,,,,,
