id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,rigth_retire
1,11,17,,5,,,
2,3,10,8,,,,
3,7,20,9,,,,
4,15,19,,12,,,
5,2,,13,,,,
6,4,8,,13,,,
7,13,5,14,,,,
8,,16,,14,,,
9,,9,,15,,,
10,1,12,15,,,,
11,14,18,,16,,,
12,6,,16,,,,
13,,,17,,,,
14,,,,17,,,
15,,,,18,,,
16,,,18,,,,
17,,,20,,,,
18,,,,20,,,
19,,,,,,,
20,,,,,,,
